Playerid,Name,Age,Nationality,Overall,Potential,Club,Value,Wage
12692,L. Opdam,21,Netherlands,63,73,AZ Alkmaar,525000,2000
12693,T. Yamashita,29,Japan,63,63,Cerezo Osaka,290000,1000
12694,C. Alcock,29,England,63,63,Doncaster Rovers,290000,2000
12695,M. Guezoui,28,France,63,63,Valenciennes FC,375000,1000
12696,R. Cota,21,Mexico,63,73,Cruz Azul,600000,4000
12697,K. Ogawa,24,Japan,63,66,Vissel Kobe,475000,1000
12698,J. Bruijn,20,Netherlands,63,70,SC Heerenveen,525000,2000
12699,M. Stamnestro,25,Norway,63,68,Rosenborg BK,475000,2000
12700,P. Forsell,26,Finland,63,64,Orebro SK,425000,1000
12701,O. Lie,29,Norway,63,63,Aalesunds FK,290000,1000
12702,Dani Molina,21,Spain,63,76,RC Celta de Vigo,625000,3000
12703,J. Sabbatini,29,Italy,63,63,FC Lugano,350000,2000
12704,F. Hansch,21,Germany,63,69,Chemnitzer FC,525000,1000
12705,I. Gorbatenko,28,Russia,63,63,Arsenal Tula,375000,5000
12706,S. Slocombe,29,England,63,63,Bristol Rovers,250000,2000
12707,Kim Dae Gyeong,25,Korea Republic,63,64,Incheon United FC,450000,1000
12708,T. Deng,20,Australia,63,72,Melbourne Victory,500000,1000
12709,D. Dankerlui,20,Netherlands,63,72,Ajax,500000,2000
12710,D. Lamkel Ze,20,Cameroon,63,70,Chamois Niortais FC,525000,1000
12711,Sergio Sanchez,21,Spain,63,70,SD Huesca,525000,2000
12712,J. Edmundsson,25,Faroe Islands,63,66,Odense Boldklub,475000,3000
12713,O. Tounkara,27,France,63,63,La Berrichonne de ChA¢teauroux,400000,2000
12714,C. Gameiro,24,Australia,63,68,Brisbane Roar,500000,2000
12715,M. Svilar,17,Belgium,63,83,SL Benfica,600000,1000
12716,AÅlex Zalaya,19,Spain,63,76,Real Zaragoza,625000,1000
12717,S. Rasmussen,34,Denmark,63,63,Aarhus GF,150000,2000
12718,L. Vega,21,Argentina,63,76,San Martaen de San Juan,625000,2000
12719,R. Miller,25,Panama,63,69,Atletico Nacional Medellin,425000,1000
12720,A. Sharahili,23,Saudi Arabia,63,72,Al Fateh,500000,5000
12721,C. Quintana,29,Argentina,63,63,Talleres de Cordoba,290000,3000
12722,A. Basta,28,Poland,63,63,Sandecja Nowy Saz,290000,1000
12723,L. Williams,24,England,63,69,Scunthorpe United,500000,2000
12724,C. Pym,22,England,63,74,Exeter City,500000,2000
12725,C. Jakobsen,24,Denmark,63,69,SonderjyskE,500000,3000
12726,A. Al Bulayhi,27,Saudi Arabia,63,63,Al Hilal,300000,6000
12727,C. Rolfe,34,United States,63,63,D.C. United,190000,2000
12728,W. Hume,23,United States,63,69,FC Dallas,425000,1000
12729,A. Gnahoua,25,England,63,66,Shrewsbury,475000,1000
12730,F. Dimarco,19,Italy,63,77,FC Sion,700000,2000
12731,L. Algozino,21,Argentina,63,72,Unian de Santa Fe,575000,2000
12732,K. Mukuhara,27,Japan,63,63,Sanfrecce Hiroshima,300000,1000
12733,D. Bouzanis,26,Australia,63,64,Melbourne City,300000,2000
12734,K. Nsor,24,Ghana,63,67,Moreirense FC,500000,1000
12735,K. Shelton,24,United States,63,69,New York City Football Club,500000,2000
12736,Thierry Graaa,22,Cape Verde,63,72,Estoril Praia,425000,1000
12737,J. Whatmough,21,England,63,77,Portsmouth,725000,2000
12738,G. Thomas,20,Wales,63,77,Leicester City,800000,9000
12739,T. Warschewski,19,Germany,63,79,SC Preussen Maenster,800000,1000
12740,J. O'Toole,28,Republic of Ireland,63,63,Northampton Town,375000,2000
12741,T. Kortegaard,32,Denmark,63,63,AC Horsens,200000,2000
12742,S. Kobayashi,26,Japan,63,63,Vegalta Sendai,400000,1000
12743,L. Garcaea,19,Colombia,63,72,Rayo Vallecano,425000,1000
12744,S. Moutoussamy,20,France,63,73,FC Nantes,525000,3000
12745,B. Reeves,25,Northern Ireland,63,68,Charlton Athletic,500000,3000
12746,S. Mrowca,23,Poland,63,69,SV Wehen Wiesbaden,425000,1000
12747,Abeledo,21,Spain,63,74,Malaga CF,625000,4000
12748,O. Fredrikson,35,Finland,63,63,Tromso IL,90000,1000
12749,L. Rath,25,Austria,63,66,SV Mattersburg,400000,4000
12750,M. Bloom,29,United States,63,63,Atlanta United FC,280000,2000
12751,G. Fraser,22,Scotland,63,72,Partick Thistle F.C.,500000,1000
12752,N. Ghandri,22,Tunisia,63,70,Royal Antwerp FC,450000,2000
12753,D. Clut,21,Australia,63,72,Newcastle Jets,575000,1000
12754,F. Downes,18,England,63,79,Ipswich Town,750000,2000
12755,J. O'Brien,29,Scotland,63,63,Ross County FC,350000,2000
12756,Park Yong Ji,24,Korea Republic,63,69,Incheon United FC,500000,1000
12757,N. Loyola,22,Peru,63,67,,0,0
12758,J. McBean,22,United States,63,73,LA Galaxy,600000,2000
12759,Seo Bo Min,27,Korea Republic,63,63,Pohang Steelers,375000,2000
12760,A. Santamaria,25,Peru,63,66,,0,0
12761,O. Lancashire,28,England,63,63,Swindon Town,300000,3000
12762,O. Berg,23,Norway,63,70,Odds BK,500000,1000
12763,C. Neal,31,England,63,63,Fleetwood Town,220000,2000
12764,W. Kanga,19,Ivory Coast,63,73,Angers SCO,575000,3000
12765,K. Galanopoulos,19,Greece,63,74,AEK Athens,600000,1000
12766,A. Wittwer,26,Switzerland,63,64,FC St. Gallen,425000,3000
12767,B. Janeczek,25,Austria,63,66,SCR Altach,400000,3000
12768,M. Araz,23,Switzerland,63,71,Atiker Konyaspor,525000,3000
12769,A. Campbell,22,England,63,71,Morecambe,550000,2000
12770,J. King,31,England,63,63,Stevenage,250000,3000
12771,Eddy Francis,26,China PR,63,64,Boavista FC,350000,2000
12772,D. Carvajal,28,Costa Rica,63,63,Albacete Balompia,260000,2000
12773,M. Dube,24,South Africa,63,68,Orlando Pirates,400000,1000
12774,I. De Santis,20,Italy,63,78,Ascoli,725000,1000
12775,V. Bindia,27,Senegal,63,63,Sandefjord Fotball,300000,1000
12776,B. Al Seliteen,26,Saudi Arabia,63,63,Al Raed,400000,4000
12777,N. Kacharava,23,Georgia,63,69,Korona Kielce,525000,6000
12778,Park Dae Han,26,Korea Republic,63,66,Jeonnam Dragons,375000,1000
12779,T. Erlandsson,20,Sweden,63,75,AFC Eskilstuna,525000,3000
12780,T. Kacar,23,Turkey,63,69,Osmanlnspor,500000,3000
12781,A. Ferati,19,Germany,63,76,FC Erzgebirge Aue,700000,3000
12782,R. Becker,20,Germany,63,75,Eintracht Braunschweig,575000,3000
12783,J. Mensah,22,Ghana,63,75,AC Horsens,650000,2000
12784,E. White,26,United States,63,63,New York City Football Club,325000,2000
12785,S. Szmodics,21,England,63,71,Colchester United,550000,3000
12786,C. Mosquera,26,Colombia,63,64,Patriotas Boyaca FC,425000,1000
12787,F. Baeda,33,Chile,63,63,San Luis de Quillota,220000,1000
12788,L. Justiniano,24,Bolivia,63,66,,0,0
12789,T. Eastman,25,England,63,66,Colchester United,400000,3000
12790,F. Kent,21,England,63,76,Colchester United,625000,2000
12791,M. Oesterhelweg,26,Germany,63,63,Sportfreunde Lotte,400000,1000
12792,A. Turkaslan,22,Turkey,63,70,Osmanlnspor,375000,2000
12793,J. Tabidze,21,Georgia,63,70,FC Ufa,450000,4000
12794,D. Barreto,24,Paraguay,63,67,Alianza Petrolera,475000,1000
12795,Calderan,22,Spain,63,68,Getafe CF,500000,4000
12796,G. Martinez,27,Colombia,63,64,Corporacian Club Deportivo Tulua,350000,1000
12797,M. Tombakti,23,Saudi Arabia,63,70,Al Fayha,450000,3000
12798,J. Colina,30,Venezuela,63,63,,0,0
12799,L. Reddy,35,Australia,63,63,Perth Glory,90000,1000
12800,C. Dummigan,21,Northern Ireland,63,72,Oldham Athletic,500000,1000
12801,S. Donnellan,20,Republic of Ireland,63,75,Walsall,575000,8000
12802,D. Kozica,24,Sweden,63,69,Jankapings Sadra IF,500000,1000
12803,M. Done,28,Wales,63,63,Rochdale,375000,2000
12804,E. Latte Lath,18,Ivory Coast,63,83,Pescara,750000,1000
12805,G. Gutiarrez,27,Colombia,63,64,CPD Junior Barranquilla,350000,1000
12806,D. Nikolaou,18,Greece,63,75,Olympiakos CFP,525000,1000
12807,H. Storbaek,31,Norway,63,63,Sandefjord Fotball,325000,1000
12808,J. Valencia,22,Ecuador,63,70,Piast Gliwice,525000,2000
12809,Jang Dae Hee,23,Korea Republic,63,73,Ulsan Hyundai FC,450000,1000
12810,D. Ulvestad,28,Norway,63,65,Kristiansund BK,350000,1000
12811,A. Rodman,30,England,63,63,Shrewsbury,350000,1000
12812,A. Gagliardi,27,Argentina,63,63,Chacarita Juniors,375000,3000
12813,G. Kyeremeh,22,Belgium,63,71,Oldham Athletic,550000,1000
12814,T. Aldred,26,Scotland,63,66,Bury,375000,2000
12815,Joao Pereira,27,Portugal,63,64,Odense Boldklub,350000,3000
12816,F. Coniglio,25,Argentina,63,68,Club Atlatico Huracan,500000,3000
12817,Arellano,20,Spain,63,75,CA Osasuna,575000,2000
12818,M. Sanoh,21,Netherlands,63,69,Crawley Town,500000,2000
12819,L. Fosgaard,30,Denmark,63,63,Lyngby BK,350000,2000
12820,A. N'Diaye,26,France,63,63,Clermont Foot 63,400000,2000
12821,D. Smith,26,United States,63,64,New England Revolution,425000,2000
12822,Cantero,22,Spain,63,72,Villarreal CF,425000,3000
12823,T. Field,20,England,63,74,Bradford City,550000,6000
12824,N. Malia,29,Austria,63,63,SV Mattersburg,290000,4000
12825,J. Shea,26,England,63,68,Luton Town,350000,3000
12826,R. Touzet,19,France,63,73,Angers SCO,500000,2000
12827,H. Sanhaji,23,Qatar,63,68,KAS Eupen,500000,2000
12828,M. Dabravka,28,Slovakia,63,63,Sparta Praha,260000,1000
12829,B. Boutobba,18,France,63,72,Sevilla Atlatico,525000,1000
12830,D. Romney,24,United States,63,70,LA Galaxy,425000,1000
12831,V. Zubarev,24,Russia,63,70,FC Ufa,450000,4000
12832,H. Nakagawa,22,Japan,63,70,Kashiwa Reysol,525000,3000
12833,M. Harrington,31,United States,63,63,Chicago Fire Soccer Club,240000,2000
12834,B. Miele,22,Republic of Ireland,63,74,Shamrock Rovers,625000,1000
12835,G. Di Noia,22,Italy,63,69,Cesena,425000,1000
12836,A. Lapez,19,Mexico,63,73,Monterrey,575000,6000
12837,L. Daeaz,25,Argentina,63,66,Tiburones Rojos de Veracruz,475000,2000
12838,C. Coimbra,28,Bolivia,63,63,,0,0
12839,C. Herd,28,Australia,63,63,Western Sydney Wanderers,300000,2000
12840,L. Enoh,24,Cameroon,63,66,Sporting Lokeren,475000,3000
12841,K. Osorio,23,Colombia,63,69,Deportivo Pasto,500000,1000
12842,Matheus,25,Brazil,63,67,Royal Antwerp FC,400000,2000
12843,P. Cowan-Hall,26,England,63,64,Wycombe Wanderers,425000,4000
12844,B. Gartland,30,Republic of Ireland,63,63,Dundalk,270000,1000
12845,P. McGinn,26,Scotland,63,64,Partick Thistle F.C.,350000,2000
12846,O. Duarte,21,Colombia,63,72,Atlatico Huila,575000,1000
12847,M. Borgnino,19,Argentina,63,78,Estudiantes de La Plata,800000,2000
12848,A. Barton,26,Republic of Ireland,63,65,Partick Thistle F.C.,450000,2000
12849,Yang Han Been,25,Korea Republic,63,66,FC Seoul,325000,1000
12850,A. Deja,24,Poland,63,70,Cracovia,450000,1000
12851,A. Gabrielsen,31,Norway,63,63,Sandefjord Fotball,250000,1000
12852,N. Falasco,23,Italy,63,71,Avellino,450000,8000
12853,Yang Jun A,28,Korea Republic,63,63,Jeonnam Dragons,300000,2000
12854,R. McCabe,24,Scotland,63,68,Sligo Rovers,475000,1000
12855,M. McNulty,36,Republic of Ireland,63,63,Cork City,50000,1000
12856,S. Lustica,26,Australia,63,64,Western Sydney Wanderers,425000,2000
12857,L. Corti,36,Argentina,63,63,San Martaen de San Juan,50000,1000
12858,Muguruza,23,Spain,63,73,Real Sociedad,600000,5000
12859,Song Ju Hun,23,Korea Republic,63,69,Albirex Niigata,425000,1000
12860,O. Aynk,27,Turkey,63,63,Akhisar Belediyespor,375000,4000
12861,Bolanos,22,Spain,63,72,CD Tenerife,550000,2000
12862,O. Khan,20,England,63,75,Yeovil Town,650000,2000
12863,A. Arslan,23,Germany,62,71,VfL Osnabraeck,450000,1000
12864,K. Seki,31,Japan,62,62,Vegalta Sendai,180000,1000
12865,M. Doucoura,19,France,62,82,Borussia Manchengladbach,600000,3000
12866,A. Horwath,30,United States,62,62,SK Brann,190000,1000
12867,P. Heigre,22,Norway,62,69,Stromsgodset IF,325000,1000
12868,R. Healey,22,Wales,62,71,Cardiff City,475000,5000
12869,O. Muzayil,24,Saudi Arabia,62,64,Al Ittihad,300000,5000
12870,Joao Pinho,25,Portugal,62,66,FC Paaos de Ferreira,280000,2000
12871,A. Nabi,23,England,62,68,Peterborough United,425000,2000
12872,Lim Min Hyeok,23,Korea Republic,62,70,Jeonnam Dragons,325000,1000
12873,K. Hachisuka,26,Japan,62,62,Vegalta Sendai,260000,1000
12874,A. Sosa,17,Argentina,62,71,Banfield,350000,2000
12875,S. Altama,26,Chad,62,65,La Berrichonne de ChA¢teauroux,325000,1000
12876,L. Jones,21,England,62,70,Liverpool,400000,11000
12877,R. Macek,20,Czech Republic,62,74,Cremonese,525000,1000
12878,J. Russell,32,Republic of Ireland,62,62,Sligo Rovers,230000,1000
12879,T. Cisserci,22,Turkey,62,71,Spagg Greuther Furth,475000,2000
12880,J. Clarke,27,England,62,62,Bristol Rovers,260000,2000
12881,Quique Cebria,22,Spain,62,71,SD Eibar,350000,2000
12882,D. Granli,23,Norway,62,71,Stabaek Fotball,400000,1000
12883,M. Torres,21,Colombia,62,74,Atlatico Bucaramanga,475000,1000
12884,D. Bertaud,19,France,62,76,Montpellier Harault SC,525000,2000
12885,J. Ramaerez,19,Colombia,62,81,Deportivo Pasto,650000,1000
12886,B. Rubio,20,Mexico,62,70,Tigres U.A.N.L.,450000,9000
12887,P. Diouf,31,Senegal,62,62,Odds BK,270000,1000
12888,A. Tveter,26,Norway,62,63,Halmstads BK,375000,1000
12889,H. Ascroft,22,Australia,62,69,Central Coast Mariners,375000,1000
12890,Lee You Hyeon,20,Korea Republic,62,73,Jeonnam Dragons,450000,1000
12891,C. Aydin,23,Turkey,62,67,Kayserispor,350000,2000
12892,J. Mabius,20,Germany,62,76,VfL Wolfsburg,675000,8000
12893,J. Donacien,23,St Lucia,62,67,Accrington Stanley,350000,2000
12894,M. Ritter,22,Germany,62,71,SC Paderborn 07,475000,5000
12895,Hendrio,23,Brazil,62,68,FC Paaos de Ferreira,425000,2000
12896,Duarte Valente,17,Portugal,62,74,Estoril Praia,475000,1000
12897,F. Brignani,19,Italy,62,76,Bologna,600000,4000
12898,Y. Tokunaga,33,Japan,62,62,F.C. Tokyo,120000,2000
12899,J. Sellars,21,England,62,72,Cheltenham Town,500000,2000
12900,D. Orgill,27,Jamaica,62,63,Wolfsberger AC,350000,3000
12901,F. Olinga,21,Cameroon,62,72,Royal Excel Mouscron,500000,2000
12902,M. Gillesphey,21,England,62,72,Newcastle United,425000,8000
12903,H. Hatao,26,Japan,62,65,Ventforet Kofu,325000,1000
12904,R. Adicaam,26,France,62,65,Amiens SC Football,260000,3000
12905,L. Gutiarrez,19,Bolivia,62,74,,0,0
12906,R. Flynn,28,Scotland,62,62,Oldham Athletic,300000,1000
12907,E. Sorokin,21,Russia,62,72,Rubin Kazan,425000,5000
12908,R. McGree,18,Australia,62,77,Club Brugge KV,625000,2000
12909,E. Johnson,22,England,62,67,Barnet,350000,2000
12910,J. Sterry,21,England,62,71,Newcastle United,400000,8000
12911,J. Spencer,25,England,62,65,Mansfield Town,375000,4000
12912,A. Kano,27,Saudi Arabia,62,62,Al Fayha,260000,4000
12913,R. Shinzato,26,Japan,62,63,Ventforet Kofu,300000,1000
12914,Borja Estepa,18,Spain,62,75,Cardoba CF,550000,2000
12915,R. Costeraea,33,Chile,62,62,Curica Unido,150000,1000
12916,M. Matsuhashi,32,Japan,62,62,Ventforet Kofu,170000,1000
12917,A. Abbas,32,Saudi Arabia,62,62,Al Faisaly,170000,4000
12918,P. Kpozo,19,Ghana,62,72,Ostersunds FK,400000,1000
12919,J. Lelieveld,19,Netherlands,62,75,Vitesse,500000,1000
12920,H. Mita,26,Japan,62,63,Vegalta Sendai,350000,1000
12921,H. Bilal,19,Turkey,62,74,Kasimpasa SK,525000,2000
12922,D. Dudka,33,Poland,62,62,Lech Poznan,120000,2000
12923,M. Paye,23,France,62,67,ES Troyes AC,400000,4000
12924,J. Al Dawsari,30,Saudi Arabia,62,62,Al Shabab,230000,6000
12925,L. Verstraete,18,Belgium,62,77,KAA Gent,625000,2000
12926,Z. Labidi,22,France,62,72,Stade Brestois 29,500000,2000
12927,G. Piovi,22,Argentina,62,71,Argentinos Juniors,400000,2000
12928,F. Franke,28,Germany,62,62,Hallescher FC,250000,1000
12929,Y. Hashizume,26,Japan,62,62,Ventforet Kofu,325000,1000
12930,A. Robledo,19,Argentina,62,72,Chacarita Juniors,425000,1000
12931,N. Lemus,28,Colombia,62,62,Envigado FC,240000,1000
12932,R. Quinones,22,Colombia,62,73,Atletico Nacional Medellin,525000,1000
12933,N. Sugai,32,Japan,62,62,Vegalta Sendai,240000,1000
12934,S. Anchoverri,26,Argentina,62,65,Bahaea Blanca,260000,2000
12935,A. Sissako,19,France,62,78,AJ Auxerre,650000,1000
12936,R. Hill,19,England,62,75,Stoke City,550000,6000
12937,A. Mayorga,20,Mexico,62,77,Guadalajara,600000,6000
12938,J. Sanchez,26,Argentina,62,64,Atlatico Bucaramanga,375000,1000
12939,A. Lukasiewicz,34,Poland,62,62,Arka Gdynia,90000,2000
12940,J. BlAybjerg,22,Denmark,62,68,Aalborg BK,350000,2000
12941,B. Fuller,32,England,62,62,AFC Wimbledon,170000,2000
12942,F. Al Shammari,36,Saudi Arabia,62,62,Al Fayha,40000,2000
12943,S. Skytte,20,Denmark,62,78,Silkeborg IF,600000,2000
12944,J. Day,26,England,62,65,Newport County,260000,2000
12945,R. Koike,21,Japan,62,67,Kashiwa Reysol,350000,2000
12946,C. Ngu'Ewodo,21,Germany,62,70,Hansa Rostock,450000,1000
12947,Kim Sung Ju,26,Korea Republic,62,63,Sangju Sangmu FC,290000,1000
12948,O. Wijndal,17,Netherlands,62,78,AZ Alkmaar,525000,1000
12949,Carlinhos,22,Brazil,62,66,FC Lugano,400000,2000
12950,J. Labadie,26,England,62,63,Newport County,350000,2000
12951,A. Carleton,17,United States,62,79,Atlanta United FC,600000,1000
12952,P. Asmah,21,Ghana,62,71,Salernitana,400000,1000
12953,Bastos,25,Spain,62,67,C.D. Leonesa S.A.D.,325000,2000
12954,A. Majrashi,25,Saudi Arabia,62,63,Al Fateh,290000,4000
12955,Joao Novais,23,Portugal,62,67,Rio Ave FC,400000,2000
12956,K. Kallaste,28,Estonia,62,62,Korona Kielce,240000,1000
12957,S. Vuk,27,Slovenia,62,62,Tromso IL,325000,1000
12958,M. Coppolaro,20,Italy,62,72,Brescia,425000,4000
12959,Queijeiro,24,Spain,62,69,RC Deportivo de La Coruna,425000,4000
12960,K. Al Zealaiy,30,Saudi Arabia,62,62,Al Raed,290000,4000
12961,C. Pain,23,Australia,62,70,Central Coast Mariners,450000,1000
12962,M. Crapeau,23,Canada,62,70,Montreal Impact,325000,1000
12963,S. Hendrie,22,Scotland,62,66,Southend United,325000,2000
12964,F. Valencicç,25,Slovenia,62,67,HJK Helsinki,400000,1000
12965,M. Mehlem,22,Germany,62,68,Karlsruher SC,350000,1000
12966,N. Cozza,18,France,62,78,Montpellier Harault SC,575000,2000
12967,A. Kawamoto,27,Japan,62,62,Ventforet Kofu,325000,1000
12968,I. Sacko,19,France,62,76,RC Strasbourg,650000,3000
12969,Jesas Gonzalez,23,Spain,62,68,Real Zaragoza,350000,2000
12970,K. van der Weg,26,Netherlands,62,65,Ross County FC,300000,2000
12971,Kiki,22,Portugal,62,73,CD Feirense,500000,2000
12972,D. Sirella,29,Chile,62,62,CD Palestino,230000,1000
12973,F. Garcia,22,France,62,72,Nimes Olympique,425000,1000
12974,Kim Hyeon Wook,22,Korea Republic,62,71,Jeju United FC,475000,1000
12975,M. Dembala,20,France,62,77,AS Nancy Lorraine,675000,2000
12976,N. Ngcobo,17,South Africa,62,80,Kaizer Chiefs,600000,1000
12977,R. Connolly,25,Republic of Ireland,62,67,Shamrock Rovers,400000,1000
12978,M. Konradsen,21,Norway,62,70,Rosenborg BK,450000,1000
12979,Y. Ota,34,Japan,62,62,Jabilo Iwata,150000,1000
12980,Eliseo Falcan,20,Spain,62,75,Granada CF,525000,2000
12981,J. McGlashan,29,England,62,62,Southend United,300000,2000
12982,J. Flannigan,21,England,62,74,Southampton,525000,10000
12983,T. Soares,30,England,62,62,AFC Wimbledon,280000,2000
12984,R. Pereira de Sa,20,France,62,72,FC Nantes,475000,4000
12985,N. Schiappacasse,18,Uruguay,62,78,Atlatico Madrid,625000,5000
12986,M. Hebo Rasmussen,21,Denmark,62,73,Lyngby BK,525000,2000
12987,N. Delgadillo,19,Argentina,62,78,Valez Sarsfield,650000,2000
12988,D. Faupala,20,France,62,74,Manchester City,550000,16000
12989,G. Perrulli,32,Italy,62,62,Cremonese,240000,1000
12990,J. Lopez,25,France,62,66,Paris FC,400000,2000
12991,K. Yamakoshi,24,Japan,62,66,Omiya Ardija,325000,1000
12992,F. Neuhold,23,Austria,62,68,Rot-Weiss Erfurt,350000,1000
12993,Raben Oliveira,22,Portugal,62,71,Vitaria Guimaraes,450000,2000
12994,J. Suescan,26,Colombia,62,65,AÅguilas Doradas,375000,1000
12995,P. Breitkreuz,25,Germany,62,66,SV Wehen Wiesbaden,400000,1000
12996,Valdo Alhinho,28,Angola,62,62,Al Batin,300000,3000
12997,Y. Brecher,24,Switzerland,62,70,FC Zaerich,325000,2000
12998,J. Poscoliero,27,Australia,62,62,Perth Glory,260000,2000
12999,D. Yao,27,United States,62,62,SV Meppen,325000,1000
13000,E. Domaschke,31,Germany,62,62,SV Meppen,180000,1000
13001,M. Cebula,21,Poland,62,70,Korona Kielce,450000,1000
13002,N. Pantaleone,24,Argentina,62,69,Bahaea Blanca,350000,2000
13003,L. AÅlvarez,22,Argentina,62,68,Independiente,350000,3000
13004,H. Hollis,24,England,62,67,Notts County,350000,3000
13005,H. Boateng,21,England,62,75,Exeter City,575000,2000
13006,N. Albarracaen,24,Uruguay,62,69,CD Lugo,425000,2000
13007,A. Druzin,30,Russia,62,62,FC SKA-Energiya Khabarovsk,230000,4000
13008,Lee Sang Ki,21,Korea Republic,62,77,Pohang Steelers,675000,2000
13009,B. Purrington,21,England,62,74,Rotherham United,475000,2000
13010,Gerardo Jimanez,29,Spain,62,62,Envigado FC,300000,1000
13011,P. Hellquist,26,Sweden,62,65,Kalmar FF,375000,1000
13012,C. Reppesgyrd,24,Norway,62,65,Sandefjord Fotball,325000,1000
13013,L. Moneta,23,Poland,62,70,Legia Warszawa,450000,2000
13014,J. Chianese,27,Australia,62,62,Perth Glory,325000,2000
13015,N. Hunt,34,Republic of Ireland,62,62,Wigan Athletic,160000,3000
13016,M. Diallo,20,France,62,76,AJ Auxerre,600000,1000
13017,O. Cabezas,20,Colombia,62,73,Patriotas Boyaca FC,450000,1000
13018,T. Vaiho,28,Sweden,62,64,DjurgAyrdens IF,250000,1000
13019,B. Hamill,24,Australia,62,65,Western Sydney Wanderers,325000,2000
13020,F. Woodman,20,England,62,78,Newcastle United,550000,6000
13021,F. AÅvila,23,Colombia,62,69,Tigres FC,425000,1000
13022,D. Cortas,19,Mexico,62,76,Guadalajara,575000,4000
13023,K. Hansen,22,Norway,62,68,Sarpsborg 08 FF,425000,1000
13024,A. Kuen,22,Austria,62,69,SK Rapid Wien,425000,4000
13025,J. Stead,34,England,62,62,Notts County,160000,4000
13026,J. Ruddy,20,Scotland,62,75,Oldham Athletic,475000,5000
13027,G. Gul,18,Germany,62,78,Fortuna Dusseldorf,575000,2000
13028,M. Falk Olander,30,Sweden,62,62,IFK Norrkaping,230000,1000
13029,B. Olejnik,30,Austria,62,62,Mansfield Town,190000,3000
13030,A. Monsecour,21,Belgium,62,71,Sporting Lokeren,400000,2000
13031,G. Tetrashvili,28,Russia,62,62,FC Anzhi Makhachkala,300000,4000
13032,S. Al Khaibari,27,Saudi Arabia,62,62,Al Fayha,260000,4000
13033,F. Deli,22,Italy,62,69,Foggia,425000,1000
13034,Akieme,19,Spain,62,71,Rayo Vallecano,375000,1000
13035,A. Fallatah,23,Saudi Arabia,62,67,Al Qadisiyah,350000,3000
13036,L. Hendrie,22,England,62,67,Bradford City,350000,7000
13037,A. Keita,23,Mali,62,70,Le Havre AC,450000,2000
13038,E. Binaku,21,Sweden,62,70,BK Hacken,375000,1000
13039,B. Passi,19,France,62,75,Le Havre AC,500000,2000
13040,E. Owusu,19,France,62,77,Olympique Lyonnais,600000,5000
13041,L. Sowah,24,Germany,62,66,Cracovia,325000,1000
13042,O. Kristinsson,28,Iceland,62,64,Excelsior,250000,2000
13043,M. Thrane,23,Denmark,62,68,Odense Boldklub,425000,3000
13044,M. Sharahili,25,Saudi Arabia,62,64,Al Nassr,260000,5000
13045,B. Murphy,32,Republic of Ireland,62,62,St. Patrick's Athletic,170000,1000
13046,M. Maloca,27,Croatia,62,62,Al Faisaly,260000,4000
13047,R. Matsuda,25,Japan,62,64,Cerezo Osaka,300000,1000
13048,D. Iversen,19,Denmark,62,76,Leicester City,525000,3000
13049,D. Caddy,22,France,62,72,US Quevilly-Rouen,500000,2000
13050,F. LonAçaria,30,Croatia,62,62,Tromso IL,190000,1000
13051,I. Faraj,18,France,62,78,LOSC Lille,625000,5000
13052,D. Gardner,27,England,62,62,Oldham Athletic,300000,1000
13053,V. Pollet,20,France,62,73,LOSC Lille,525000,6000
13054,D. Opazo,20,Argentina,62,72,Newell's Old Boys,500000,3000
13055,A. Whitmore,21,England,62,67,Bury,350000,6000
13056,S. Odelusi,24,England,62,66,Colchester United,400000,3000
13057,L. Vocaj,23,Germany,62,69,Rot-Weiss Erfurt,375000,1000
13058,D. Gamez,28,Colombia,62,62,Tigres FC,300000,1000
13059,Thio Rolim,33,Brazil,62,62,Atlatico Clube Goianiense,180000,3000
13060,R. Jackson,26,England,62,63,Colchester United,290000,3000
13061,Je Jong Hyeon,25,Korea Republic,62,66,Sangju Sangmu FC,280000,1000
13062,V. Fedotov,25,Ukraine,62,63,FC SKA-Energiya Khabarovsk,350000,4000
13063,Steven Prieto,19,Spain,62,72,Real Oviedo,475000,1000
13064,R. Ragni,26,Italy,62,64,Ascoli,250000,1000
13065,Jwa Joon Hyeop,26,Korea Republic,62,65,Jeju United FC,375000,1000
13066,A. Shavaev,24,Russia,62,69,Amkar Perm,375000,3000
13067,L. Kuban,30,Czech Republic,62,62,Sandecja Nowy Saz,220000,1000
13068,Y. Chajima,25,Japan,62,65,Sanfrecce Hiroshima,375000,3000
13069,B. Niasse,20,Senegal,62,73,KAS Eupen,400000,1000
13070,M. Heider,31,Germany,62,62,VfL Osnabraeck,270000,1000
13071,M. Cavallotti,32,Argentina,62,62,Argentinos Juniors,170000,2000
13072,D. Loft,30,England,62,62,Colchester United,280000,3000
13073,B. Valette,24,France,62,68,Nimes Olympique,300000,1000
13074,A. Pinamonti,18,Italy,62,80,Inter,625000,6000
13075,A. Arellano,22,Mexico,62,71,Querataro,400000,2000
13076,J. Sinnott,23,England,62,66,Chesterfield,400000,3000
13077,Bae Cheon Seok,27,Korea Republic,62,62,Jeonnam Dragons,325000,2000
13078,D. Barinov,20,Russia,62,76,Lokomotiv Moscow,600000,5000
13079,F. Cobos,24,Argentina,62,68,Godoy Cruz,350000,2000
